,name,id,minutes,contributor_id,submitted,tags,nutrition,n_steps,steps,description,ingredients,n_ingredients,region
12718,bacon wrapped garlic asparagus bundles,110,35,24386,2005-04-12,"[7, 306, 80, 176, 230, 265, 315, 90, 167, 170, 15]","[491.5, 60.0, 11.0, 20.0, 25.0, 52.0, 8.0]",6,"['saute garlic and parsley over low heat , then set aside to steep', 'remove ends from asparagus that are tough', 'lay 4 stalks of asparagus in the center of each strip of bacon and sprinkle with salt and pepper', 'drizzle garlic oil over each bundle', 'wrap bacon around the stalks and secure with a toothpick', 'place asparagus bundles on baking sheet and bake at 400 for 20 minutes or until asparagus is tender and bacon is crisp']","a bundle of asparagus is drizzled with garlic steeped olive oil, wrapped in bacon and roasted.  the flavor of this is outstanding.","[416, 63, 587, 501, 916, 313]",6,
12756,bacon wrapped smoked gouda stuffed chicken breasts,220,30,122877,2005-02-15,"[4, 306, 80, 176, 230, 197, 317, 175, 222, 229, 91, 58, 90, 143, 167, 142, 170, 178, 59]","[365.0, 35.0, 2.0, 13.0, 73.0, 44.0, 0.0]",6,"['combine , cayenne , garlic powder , paprika and pepper', 'flatten chicken breasts to approx 1 / 4"" thickness', 'season both sides of chicken with the cayenne mixture', 'place small piece of cheese on chicken and roll up , pressing firmly', 'wrap each stuffed breast with a bacon slice and then brown over medium heat until bacon just begins to crisp', 'bake in a 350 oven for 20 minutes']","i found this recipe on another site when i was looking to use up some leftover smoked gouda. it's very flavorful, easy enough for weekenights yet perfect for a dinner party too.","[305, 916, 465, 135, 1000, 542, 851]",7,
12928,bacon wrapped jalapeno poppers,452,20,140981,2004-12-08,"[17, 4, 306, 80, 176, 83, 230, 197, 189, 110, 6, 317, 12, 174, 98, 222, 315, 10, 275, 95, 228, 91, 105, 144, 55, 90, 167, 148, 170, 178, 213, 307, 193, 231]","[130.5, 19.0, 2.0, 8.0, 7.0, 26.0, 0.0]",9,"['cut stems off of peppers and cut them all in half longways', 'remove seeds from peppers', 'fill each pepper with cream cheese and sprinkle cheddar cheese on top', 'wrap 1 / 2 slice of bacon around each pepper half', 'place on baking sheets and place in 450 degree oven for 10 to 15 minutes or until bacon is fully cooked', 'remove and serve when cooled', 'enjoy !', 'i always freeze them after they are made for about 20 minutes to a hour before putting them in the oven or on the grill', 'doing this will keep the cheese from melting out as much']",these bacon-wrapped jalapeno poppers are unbelievably good! you'll love them!,"[329, 784, 111, 916]",4,north-american
13133,bailey s irish cream fruit dip,491,5,149363,2005-08-31,"[2, 306, 80, 176, 83, 230, 197, 189, 171, 6, 12, 36, 98, 117, 47, 95, 102, 188, 27, 144, 244, 316, 92, 150, 90, 148, 96, 111, 170, 42, 300, 296, 3, 301]","[1924.7, 133.0, 938.0, 114.0, 28.0, 338.0, 82.0]",2,"['whip all ingredients together', 'can be served immediately or chilled']","this is a delicious twist on fruit dip.
different from the regular cream cheese based dips, this is lighter and creamier.
serve with fresh fruit slices and squares of pound cake or angel food cake.
hope you enjoy!","[965, 224, 286, 660]",4,north-american
13165,baileys irish cream chocolate chip cheesecake,263,109,149363,2005-08-03,"[306, 80, 176, 83, 230, 197, 189, 88, 98, 47, 202, 91, 144, 63, 56, 201, 42, 300, 296, 101, 231, 260, 5]","[1011.3, 119.0, 268.0, 22.0, 27.0, 210.0, 23.0]",17,"['crust:', 'mix all ingredients', 'press into a 10"" spring form pan and up the sides one inch', 'bake at 325 for 7-10 minute', 'filling:', 'beat cream cheese with electric mixer until smooth', 'beat sugar in gradually , and then add eggs one at a time', ""blend in bailey's and vanilla"", 'sprinkle half of chocolate chips over crust', 'spoon in filling', 'sprinkle with remaining chocolate chips', 'bake at 325 degrees approximately 1 hour and 20 minutes or until puffed , springy in center and golden brown', 'place a pan of water on bottom rack of oven while baking to keep it moist', 'cool cake completely', 'coffee cream topping:', 'beat all ingredients and spread over cooled cake', 'top with chocolate curls or skor bits']","this is a decadent, moist cheesecake that never fails. i got the recipe from my sister-in-law who brings it to every family function. there are never any leftovers!
*this cheesecake needs to be made and refrigerated one day in advance.
hope you enjoy!","[637, 556, 2, 691, 784, 441, 300, 815, 179, 53, 37, 589]",12,north-american
13191,baja black beans  corn and rice,134,45,49304,2003-03-06,"[7, 306, 80, 176, 83, 230, 197, 189, 174, 175, 265, 23, 117, 240, 315, 180, 95, 228, 89, 91, 314, 316, 290, 18, 90, 279, 199, 74, 31, 66, 206, 40, 79, 200, 300, 307, 101, 231, 261]","[396.4, 8.0, 24.0, 8.0, 24.0, 4.0, 25.0]",4,"['cook brown rice', 'in a medium bowl , combine black beans , corn , tomatoes , onion , cilantro , jalapeno , lime juice , oil , salt , pepper and hot sauce', 'to serve , place a scoop of hot rice in a bowl or on a plate , top with a generous scoop of the black bean mixture', 'stir together before eating']",a south of the border blend of textures and flavors. serve hot as a main dish or a side dish with grilled meat or chicken.,"[201, 557, 48, 722, 267, 846, 904, 497, 587, 225, 813, 512]",12,north-american
13245,baked  mushroom chicken i i,320,42,17803,2006-01-10,"[7, 306, 80, 176, 230, 197, 175, 98, 229, 315, 202, 91, 55, 58, 290, 90, 143, 167, 186, 142, 170, 178, 59, 101]","[314.1, 25.0, 3.0, 26.0, 65.0, 44.0, 2.0]",9,"['flatten chicken if needed , as you want it to fry quickly', 'put flour in a zip lock bag and coat the chicken lightly', 'melt butter in a skillet and brown chicken about 2 minutes per side and place in a greased baking pan', ""i used my pamper chef's stone cake pan and did not have to grease it since my stone is nicely seasoned"", 'saut mushrooms in the same skillet until tender', 'add broth , salt and pepper to mushrooms and bring to a boil for 5 minutes', 'you want to reduce the liquid by about half of the original volume', 'spoon over chicken and bake uncover in a 375-degree oven for 15 minutes', 'sprinkle with cheeses and top with the green onions returning to the oven to bake for 5 more minutes']",my friend windy gave me this recipe the other day.  it was easy to make and was a nice change to those recipes that call for a can of 'cream of this or that soup'.  friday's pal has this recipe posted but she has a couple of extra ingredients in her's.  i made extra when i fixed this so we are having it again tonight.,"[895, 1001, 691, 368, 624, 225, 851, 694, 259, 436]",10,
13370,baked arroz con pollo,284,90,128541,2004-12-30,"[306, 80, 176, 83, 230, 197, 175, 229, 240, 137, 144, 58, 272, 90, 199, 178, 206, 5]","[197.4, 15.0, 8.0, 40.0, 42.0, 10.0, 1.0]",7,"['saute veggies in oil', 'add broth , tomatoes and bay leaf', 'bring to a boil', 'spread rice in a 9x13 casserole pan', 'pour hot liquid over all , stir well', 'add chicken , mix', 'bake at 350 for one hour']","the original recipe was longer and used chicken pieces, but this is my quick and easy version! i hope you enjoy, it is packed with flavor!","[214, 225, 587, 495, 416, 900, 96, 624, 881, 9]",10,south-american
13390,baked asparagus spinach risotto,25,60,52282,2003-09-12,"[7, 306, 80, 176, 230, 135, 265, 240, 315, 202, 157, 169, 90, 173, 122, 168, 172, 166, 136, 111, 170, 206, 263, 15, 101]","[365.0, 14.0, 22.0, 21.0, 30.0, 16.0, 17.0]",11,"['preheat oven to 400f', 'in a dutch oven heat oil over medium flame', 'add onions , saute until softened', 'add rice , stirring to coat well', 'stir in spinach , salt , nutmeg , and 2 cups of stock', 'bring to a simmer and cook 7 minutes', 'stir in 1 / 4 c cheese', 'cover and bake in oven 15 minutes', 'stir in asparagus and remaining 1 / 4 c cheese', 'add 1 / 2-1 cup of stock if mixture is dry', 'bake for an additional 15 minutes or until liquid is almost absorbed']","from cooking light, this is a no fail, no work risotto.","[587, 495, 825, 780, 73, 225, 181, 259, 131]",9,
13403,baked bacon  oven fried bacon,167,30,17803,2006-09-26,"[17, 4, 306, 80, 176, 83, 230, 197, 189, 110, 6, 317, 175, 222, 10, 202, 95, 90, 167, 148, 170, 178, 42, 101, 193]","[373.9, 56.0, 0.0, 28.0, 18.0, 61.0, 0.0]",10,"['oil not needed , only for a second ingredient so it would post', 'arrange slices in rows , across pans with fat edges slightly overlapping lean edges', 'bake 375 degrees without turning 20-25 minutes until bacon is slightly crisp', 'i have been draining the grease and flipping the bacon , then back in the oven for 5 minutes or so', 'watch closely', 'do not overcook', 'drain or skim off excess fat at needed', 'drain thoroughly on paper towels', 'for those with a convection oven use 325 degrees 20-25 minutes', 'the longer you bake after 20 minutes the greater the risk of producing a dry , burnt piece of bacon']","serves 100; allow 3 slices per serving. reduce bacon by 6 lbs. for 2 slices per person. i used bacon i got over the meat counter in the store, so it was thicker. there were 12 slices per pound, so ask your butcher to weigh a pound and then count the slices. that way you'll have the correct amount. the bread is only here because i need more then one ingredient to post this.  i like to fix ours this way when we have blt's.  then all the bacon is still warm when we sit down to eat.","[916, 645]",2,north-american
13409,baked balsamic chicken,81,50,49304,2003-03-05,"[7, 306, 80, 176, 230, 197, 175, 229, 202, 95, 228, 89, 91, 144, 58, 90, 143, 167, 142, 170, 178, 300, 253, 307, 101, 231, 261]","[170.3, 15.0, 9.0, 26.0, 30.0, 12.0, 1.0]",6,"['preheat oven 400 degrees', 'arrange the chicken bone side down in a 9-by-13 inch glass or ceramic baking dish', 'pour the vinegar over them and sprinkle evenly with the oil , oregano , salt and pepper', 'bake the chicken 20 minutes and baste with the vinegar juices', 'bake 20 minutes more or until juices run clear', 'serve chicken with juices spooned over them']","love balsamic vinegar, hope you enjoy this chicken. note; i have found that it's better with boneless, skinless  chicken breast or  boneless, skinless thighs. baking time may be less due to size.","[184, 1005, 587, 575, 206, 351]",6,
13484,baked beans don t get any better than this,122,90,41578,2002-06-17,"[319, 306, 80, 176, 230, 265, 23, 90, 5]","[768.5, 48.0, 181.0, 66.0, 63.0, 56.0, 31.0]",9,"['fry bacon', 'remove from pan and set aside', 'when cooled , break up into small pieces', 'in the bacon grease , cook ground beef and onions until beef is no longer pink', 'mix all the ingredients together , stir well', 'pour in a 9 x 13 baking dish', 'bake at 350 for about 1 hour', 'these are sweet baked beans', 'you may cut back or eliminate the brown sugar according to your tastes']","these are my all-time favorite baked beans (and i've tried plenty). ""it don't get any better than this"".","[28, 769, 26, 318, 916, 40, 741]",7,
13580,baked brie in puff pastry with apricot or raspberry preserves,265,30,58104,2002-12-15,"[4, 306, 80, 230, 197, 12, 95, 91, 144, 244, 316, 90, 121, 300, 231]","[228.3, 23.0, 15.0, 8.0, 13.0, 31.0, 5.0]",10,"['preheat oven to 425', 'lightly grease cookie sheet', 'roll puff pastry out slightly', 'place cheese wheel on top', 'place preserves on top of cheese', 'place almonds on top of preserves', 'bundle puff pastry up and around the cheese', 'bake for 20-25 minutes', 'let cool for five minutes', 'serve with your favorite crackers']","this baked brie puff pastry is rich, creamy, and dessert-like. it always disappears. i'm always asked for the recipe. raspberry preserves goes great in this as well. bringing in 2012 i made this using recipe #463563!","[449, 288, 1004, 170]",4,
13617,baked buffalo chicken breasts,1,40,203325,2005-08-30,"[7, 306, 80, 176, 83, 230, 189, 175, 229, 202, 95, 58, 90, 148, 178, 101]","[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]",7,"['preheat oven to 400 degrees', 'spray skillet with cooking spray', 'add chicken and cook 4 minutes each side until browned', 'place chicken in an 11 x 7 baking dish coated with cooking spray', 'combine hot sauce and next 4 ingredients', 'pour over chicken and bake uncovered for 25 minutes', 'serve with dressing']",these buffalo chicken breasts are as good as buffalo chicken wings without all of the mess.,"[184, 512, 689, 290, 757, 851, 194]",7,north-american
13625,baked buttermilk mustard chicken thighs,276,44,39547,2002-06-27,"[7, 306, 80, 176, 230, 197, 175, 98, 229, 202, 95, 91, 144, 156, 244, 55, 58, 90, 74, 167, 313, 148, 170, 178, 300, 101]","[265.6, 24.0, 19.0, 23.0, 39.0, 23.0, 3.0]",11,"['preheat oven to 425 degrees f', 'combine bread crumbs , parmesan cheese , and dried minced onion', 'set aside', 'combine the buttermilk , dijon , honey , salt , pepper , garlic powder , rosemary , and sage', 'divide mixture into two portions and set one portion aside', 'coat the thighs in one portion of the buttermilk mixture , then dredge in the bread crumbs', 'discard any used buttermilk or breadcrumbs that are left over', 'place thighs on a plate so that they are not overlapping and let chill in refrigerator for 20 minutes', 'coat a baking sheet with cooking spray and place in oven for 5 minutes to preheat the sheet', 'place thighs on the sheet and bake for 24 minutes , turning the pieces over after 12 minutes', 'to serve , microwave the reserved , unused buttermilk mixture on high for about 20-30 seconds or until warmed through , and drizzle as a sauce over the chicken']","these are really tasty, and easy to make, too. :) prep time is the chilling in the fridge.","[804, 259, 175, 18, 279, 177, 225, 851, 1000, 751, 990, 56]",12,
